date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:40:46	45404/45404	---M--	200	added ('OK')	font/ttf	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/fonts/glyphicons-halflings-regular.ttf	(from https://newcrestmining.ltd/css/bootstrap.min.css)
06:40:47	108763/108763	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/fonts/glyphicons-halflings-regular.svg	(from https://newcrestmining.ltd/css/bootstrap.min.css)
06:40:52	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/fonts/fontawesome-webfont3e6e3e6e.eot	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/fonts/fontawesome-webfont3e6e3e6e.eot	(from https://newcrestmining.ltd/css/font-awesome.min.css)
06:40:52	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/fonts/fontawesome-webfontd41dd41d.eot	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/fonts/fontawesome-webfontd41dd41d.eot	(from https://newcrestmining.ltd/css/font-awesome.min.css)
06:40:53	77160/77160	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/fonts/fontawesome-webfont3e6e3e6e.html	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/fonts/fontawesome-webfont3e6e3e6e.html	(from https://newcrestmining.ltd/css/font-awesome.min.css)
06:40:55	98024/98024	---M--	200	added ('OK')	font/woff	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/fonts/fontawesome-webfont3e6e3e6e.woff	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/fonts/fontawesome-webfont3e6e3e6e.woff	(from https://newcrestmining.ltd/css/font-awesome.min.css)
06:41:00	165548/165548	---M--	200	added ('OK')	font/ttf	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/fonts/fontawesome-webfont3e6e3e6e.ttf	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/fonts/fontawesome-webfont3e6e3e6e.ttf	(from https://newcrestmining.ltd/css/font-awesome.min.css)
06:41:01	58680/58680	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/fonts/Pe-icon-7-strokebb1dbb1d.eot	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/fonts/Pe-icon-7-strokebb1dbb1d.eot	(from https://newcrestmining.ltd/css/pe-icon-7-stroke.css)
06:41:02	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/fonts/fontawesome-webfont3e6e3e6e.svg	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/fonts/fontawesome-webfont3e6e3e6e.svg	(from https://newcrestmining.ltd/css/font-awesome.min.css)
06:41:03	58680/58680	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/fonts/Pe-icon-7-stroked41dd41d.eot	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/fonts/Pe-icon-7-stroked41dd41d.eot	(from https://newcrestmining.ltd/css/pe-icon-7-stroke.css)
06:41:05	58556/58556	---M--	200	added ('OK')	font/woff	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/fonts/Pe-icon-7-strokebb1dbb1d.woff	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/fonts/Pe-icon-7-strokebb1dbb1d.woff	(from https://newcrestmining.ltd/css/pe-icon-7-stroke.css)
06:41:07	58480/58480	---M--	200	added ('OK')	font/ttf	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/fonts/Pe-icon-7-strokebb1dbb1d.ttf	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/fonts/Pe-icon-7-strokebb1dbb1d.ttf	(from https://newcrestmining.ltd/css/pe-icon-7-stroke.css)
06:41:10	164045/164045	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/fonts/Pe-icon-7-strokebb1dbb1d.svg	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/fonts/Pe-icon-7-strokebb1dbb1d.svg	(from https://newcrestmining.ltd/css/pe-icon-7-stroke.css)
06:41:13	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/fonts/themify9f249f24.eot	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/fonts/themify9f249f24.eot	(from https://newcrestmining.ltd/css/themify-icons.css)
06:41:14	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/fonts/themifyd41dd41d.eot	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/fonts/themifyd41dd41d.eot	(from https://newcrestmining.ltd/css/themify-icons.css)
06:41:16	56108/56108	---M--	200	added ('OK')	font/woff	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/fonts/themify9f249f24.woff	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/fonts/themify9f249f24.woff	(from https://newcrestmining.ltd/css/themify-icons.css)
06:41:18	78584/78584	---M--	200	added ('OK')	font/ttf	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/fonts/themify9f249f24.ttf	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/fonts/themify9f249f24.ttf	(from https://newcrestmining.ltd/css/themify-icons.css)
